time,open,high,low,close,Hourly 20 EMA,Plot
2025-06-11T12:40:00-05:00,6052.75,6055,6045.5,6051,6029.953548035295,6051.646669616035
2025-06-11T12:45:00-05:00,6051,6051.25,6044.5,6045,6029.953548035295,6051.013653462127
2025-06-11T12:50:00-05:00,6045.25,6046.75,6042.25,6045.25,6029.953548035295,6050.464734084781
2025-06-11T12:55:00-05:00,6045.25,6047.5,6037.5,6039,6029.953548035295,6049.372854648135
2025-06-11T13:00:00-05:00,6039,6041.75,6017.5,6024.5,6029.953548035295,6047.004011348313
2025-06-11T13:05:00-05:00,6024.5,6033,6022.5,6030.5,6029.953548035295,6045.432200743711
2025-06-11T13:10:00-05:00,6030.75,6030.75,6017.75,6017.75,6029.953548035295,6042.795800672881
2025-06-11T13:15:00-05:00,6018,6019,6006.25,6017,6029.953548035295,6040.339057751655
2025-06-11T13:20:00-05:00,6016.75,6024.25,6015.75,6022.75,6029.953548035295,6038.663909394354
2025-06-11T13:25:00-05:00,6022.75,6026.5,6018.25,6021,6029.100829174791,6036.981632309177
2025-06-11T13:30:00-05:00,6021,6029,6012.25,6025.75,6029.100829174791,6035.9119530416365
2025-06-11T13:35:00-05:00,6025.75,6032,6022.75,6030.25,6029.100829174791,6035.372719418623
2025-06-11T13:40:00-05:00,6030,6034.5,6027.25,6033.75,6029.100829174791,6035.218174712088
2025-06-11T13:45:00-05:00,6033.5,6035.5,6032.25,6034.75,6029.100829174791,6035.17358664427
2025-06-11T13:50:00-05:00,6034.75,6034.75,6026.25,6027.5,6029.100829174791,6034.442768868625
2025-06-11T13:55:00-05:00,6027.5,6028,6020.5,6022.25,6029.100829174791,6033.281552785898
2025-06-11T14:00:00-05:00,6022,6023.75,6016,6018.75,6029.100829174791,6031.897595377717
2025-06-11T14:05:00-05:00,6018.75,6022.5,6013,6021.25,6029.100829174791,6030.883538675077
2025-06-11T14:10:00-05:00,6021.25,6023.75,6018.25,6022.5,6029.100829174791,6030.085106420308
2025-06-11T14:15:00-05:00,6022.25,6023.5,6015.25,6016,6029.100829174791,6028.743667713612
2025-06-11T14:20:00-05:00,6015.75,6024,6014.75,6022.75,6029.100829174791,6028.172842217077
2025-06-11T14:25:00-05:00,6022.75,6025.25,6015.75,6018.5,6028.09122639624,6027.251619148784
2025-06-11T14:30:00-05:00,6018.75,6023.75,6011.75,6011.75,6028.09122639624,6025.775274467947
2025-06-11T14:35:00-05:00,6011.75,6021.5,6011,6019.25,6028.09122639624,6025.153819756714
2025-06-11T14:40:00-05:00,6019.5,6022.5,6016.5,6021,6028.09122639624,6024.758217875123
2025-06-11T14:45:00-05:00,6021.25,6024.75,6016.75,6017.25,6028.09122639624,6024.043149506063
2025-06-11T14:50:00-05:00,6017.5,6026,6016.5,6023.25,6028.09122639624,6023.967611457866
2025-06-11T14:55:00-05:00,6023,6030.5,6022,6028.5,6028.09122639624,6024.399267509498
2025-06-11T15:00:00-05:00,6028.5,6029,6024.75,6028.25,6028.09122639624,6024.766003937165
2025-06-11T15:05:00-05:00,6028,6030.25,6026.5,6028.5,6028.09122639624,6025.121622609816
2025-06-11T15:10:00-05:00,6028.75,6030.5,6028,6029.5,6028.225395310884,6025.538610932691
